"","...1","iso_code","region_group","income_group","country","survey","year","level","grade","category","sex","location","wealth","region","ethnicity","religion","language","disability","hh_edu_head","comp_prim_v2_m","comp_lowsec_v2_m","comp_upsec_v2_m","comp_prim_1524_m","comp_lowsec_1524_m","comp_upsec_2029_m","eduyears_2024_m","edu2_2024_m","edu4_2024_m","eduout_prim_m","eduout_lowsec_m","eduout_upsec_m","comp_prim_v2_no","comp_lowsec_v2_no","comp_upsec_v2_no","comp_prim_1524_no","comp_lowsec_1524_no","comp_upsec_2029_no","eduyears_2024_no","edu2_2024_no","edu4_2024_no","eduout_prim_no","eduout_lowsec_no","eduout_upsec_no","preschool_3_m","preschool_3_no","preschool_1ybefore_m","preschool_1ybefore_no","edu0_prim_m","edu0_prim_no","trans_prim_m","trans_prim_no","trans_lowsec_m","trans_lowsec_no","comp_higher_2yrs_2529_m","comp_higher_2yrs_2529_no","comp_higher_4yrs_2529_m","comp_higher_4yrs_2529_no","comp_higher_4yrs_3034_m","comp_higher_4yrs_3034_no","attend_higher_1822_m","attend_higher_1822_no","overage2plus_m","overage2plus_no","literacy_1524_m","literacy_1524_no","mlevel1_m","mlevel1_no","rlevel1_m","rlevel1_no","slevel1_m","slevel1_no","mlevel2_m","mlevel2_no","rlevel2_m","rlevel2_no","slevel2_m","slevel2_no","mlevel3_m","mlevel3_no","rlevel3_m","rlevel3_no","slevel3_m","slevel3_no","mlevel4_m","mlevel4_no","rlevel4_m","rlevel4_no","slevel4_m","slevel4_no"
"41",4168,"BFA","Sub-Saharan Africa","Low income","Burkina Faso","MICS",2006,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.2668,0.0875,0.0225,NA,NA,NA,NA,0.0294,0.1692,0.5621,0.732,0.861,NA,NA,NA,NA,NA,NA,321,321,321,NA,NA,NA,0.0143,895,0.0014,689,0.5642,2827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0305,398,0.2627,1765,0.5427,630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",4169,"BFA","Sub-Saharan Africa","Low income","Burkina Faso","MICS",2006,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.32,0.1334,0.0316,NA,NA,NA,NA,0.0159,0.1052,0.5122,0.7162,0.8072,NA,NA,NA,NA,NA,NA,489,489,489,NA,NA,NA,0.0323,909,6e-04,669,0.4726,2910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0029,587,0.3206,2171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",4402,"BGD","Central and Southern Asia","Lower middle income","Bangladesh","DHS",2000,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.6194,0.362,0.0893,0.586,0.3381,0.0751,NA,0.3406,0.4182,NA,NA,NA,2143,2224,1870,6291,6291,5107,2745,2745,2745,NA,NA,NA,NA,NA,NA,NA,0.2269,3417,0.83,1852,0.7475,1159,0.0618,2285,0.0337,2285,0.0237,1826,0.0923,3180,0.5508,4089,1,2044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",4403,"BGD","Central and Southern Asia","Lower middle income","Bangladesh","DHS",2000,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.5689,0.4128,0.1249,0.6395,0.41,0.1506,NA,0.2384,0.3174,NA,NA,NA,1888,1802,1542,4991,4991,4220,2162,2162,2162,NA,NA,NA,NA,NA,NA,NA,0.2518,3421,0.8375,1473,0.8104,1018,0.1585,1961,0.088,1961,0.0937,1676,0.1481,2581,0.5495,4090,1,821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",4469,"BGD","Central and Southern Asia","Lower middle income","Bangladesh","DHS",2004,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.6918,0.4138,0.058,0.658,0.377,0.0674,NA,0.2715,0.3457,NA,NA,NA,2244,2263,2011,6716,6716,5284,2983,2983,2983,NA,NA,NA,NA,NA,NA,NA,0.151,3414,0.86,2181,0.7309,1364,0.0739,2162,0.0378,2162,0.0175,1837,0.0733,3297,0.5137,4205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",4470,"BGD","Central and Southern Asia","Lower middle income","Bangladesh","DHS",2004,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.5806,0.3691,0.1008,0.6662,0.3839,0.1194,NA,0.1955,0.2743,NA,NA,NA,1834,1785,1501,4820,4820,4071,2115,2115,2115,NA,NA,NA,NA,NA,NA,NA,0.1899,3593,0.8139,1417,0.745,878,0.13,1799,0.0594,1799,0.0708,1770,0.1306,2478,0.5483,4189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",4641,"BGD","Central and Southern Asia","Lower middle income","Bangladesh","DHS",2007,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.7213,0.4486,0.0678,0.732,0.4271,0.0733,NA,0.17,0.2511,NA,NA,NA,1805,2163,1915,6353,6353,5188,2938,2938,2938,NA,NA,NA,NA,NA,NA,NA,0.1546,3152,0.891,1826,0.686,1362,0.1166,1499,0.0596,1499,0.06,1011,0.0868,2929,0.529,3963,0.7709,5016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",4642,"BGD","Central and Southern Asia","Lower middle income","Bangladesh","DHS",2007,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.6197,0.3766,0.1001,0.681,0.3855,0.1196,NA,0.1864,0.2662,NA,NA,NA,1651,1663,1460,4769,4769,4169,2149,2149,2149,NA,NA,NA,NA,NA,NA,NA,0.2159,3273,0.8471,1382,0.7396,842,0.1779,1482,0.0896,1482,0.1464,1108,0.167,2125,0.5536,4010,0.9051,1442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",4814,"BGD","Central and Southern Asia","Lower middle income","Bangladesh","DHS",2011,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.7944,0.516,0.1068,0.7782,0.4798,0.0934,NA,0.1336,0.2004,0.1122,0.1564,0.5668,2799,3026,2677,9523,9523,8095,4459,4459,4459,5050,2797,4005,NA,NA,NA,NA,0.089,4334,0.8752,3138,0.73,2174,0.0848,3479,0.0415,3479,0.0476,2723,0.1051,4674,0.3743,5842,0.8019,8983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",4815,"BGD","Central and Southern Asia","Lower middle income","Bangladesh","DHS",2011,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.6962,0.4917,0.1794,0.7166,0.4483,0.147,NA,0.1634,0.2418,0.1459,0.2262,0.4944,2557,2018,1689,6752,6752,6430,3112,3112,3112,5215,2846,3229,NA,NA,NA,NA,0.1299,4577,0.8369,2270,0.7877,1199,0.1389,3200,0.0705,3200,0.1011,2467,0.2129,2965,0.4158,5866,0.8601,1661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",5002,"BGD","Central and Southern Asia","Lower middle income","Bangladesh","DHS",2014,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.8444,0.555,0.1747,0.8087,0.5218,0.1278,NA,0.1044,0.1638,0.0706,0.1235,0.5108,2879,2971,2438,9041,9041,7733,4070,4070,4070,4712,2883,4038,NA,NA,NA,NA,0.06,4318,0.8908,3367,0.8286,1721,0.0546,3517,0.0259,3517,0.0191,2972,0.0405,4288,0.3349,5721,0.8347,9056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",5003,"BGD","Central and Southern Asia","Lower middle income","Bangladesh","DHS",2014,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.7505,0.5414,0.2125,0.744,0.4837,0.1674,NA,0.1314,0.2105,0.0998,0.2166,0.4405,2577,2137,1517,6646,6646,6288,2923,2923,2923,4861,2811,3283,NA,NA,NA,NA,0.0999,4447,0.8708,2406,0.8631,1023,0.0854,3285,0.0455,3285,0.0429,2615,0.0696,2799,0.3716,5749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",5211,"BGD","Central and Southern Asia","Lower middle income","Bangladesh","MICS",2006,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.7816,0.5072,0.0999,NA,NA,NA,NA,0.0188,0.0988,0.1471,0.2618,0.6529,NA,NA,NA,NA,NA,NA,10915,10915,10915,NA,NA,NA,0.1556,6401,0.1012,3386,0.1037,16532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0717,12160,0.1805,19028,0.872,32892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",5212,"BGD","Central and Southern Asia","Lower middle income","Bangladesh","MICS",2006,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.6703,0.4501,0.1622,NA,NA,NA,NA,0.0235,0.1005,0.1881,0.3708,0.6432,NA,NA,NA,NA,NA,NA,9964,9964,9964,NA,NA,NA,0.1434,6638,0.1112,3606,0.1452,17249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1095,10241,0.211,19307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",5405,"BGD","Central and Southern Asia","Lower middle income","Bangladesh","MICS",2013,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.7859,0.5872,0.1497,0.8266,0.5359,0.1144,NA,0.0065,0.059,0.2438,0.096,0.3231,7473,6839,6167,21776,21776,21135,9283,9283,9283,14494,8680,8817,0.1395,4215,0.1319,2459,0.1019,13551,0.9161,7724,0.8129,4791,0.056,8610,0.0347,8610,0.0367,5590,0.0908,10346,0.4855,15767,0.8905,27460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",5406,"BGD","Central and Southern Asia","Lower middle income","Bangladesh","MICS",2013,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.662,0.5043,0.2003,0.7496,0.4844,0.1862,NA,0.0149,0.0952,0.2923,0.1911,0.4292,7868,7718,5706,21624,21624,18725,8121,8121,8121,15031,8501,10379,0.1311,4562,0.1324,2590,0.1544,14277,0.862,7543,0.8693,3980,0.1082,7543,0.0619,7543,0.0817,5689,0.1241,9442,0.5372,15511,1,28516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",5558,"BIH","Europe and Northern America","Upper middle income","Bosnia/Herzeg.","MICS",2000,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.9961,0.9756,0.5286,NA,NA,NA,NA,8e-04,0.0039,NA,NA,NA,NA,NA,NA,NA,NA,NA,1286,1286,1286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",5559,"BIH","Europe and Northern America","Upper middle income","Bosnia/Herzeg.","MICS",2000,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.989,0.974,0.511,NA,NA,NA,NA,0.0015,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,1331,1331,1331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",5610,"BIH","Europe and Northern America","Upper middle income","Bosnia/Herzeg.","MICS",2006,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.9911,0.9869,0.5896,NA,NA,NA,NA,4e-04,8e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,938,938,938,NA,NA,NA,0.0811,669,0.0751,167,9e-04,659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2927,727,0.0287,1123,0.9982,4132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",5611,"BIH","Europe and Northern America","Upper middle income","Bosnia/Herzeg.","MICS",2006,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.9928,0.9877,0.5148,NA,NA,NA,NA,0,0.0035,NA,NA,NA,NA,NA,NA,NA,NA,NA,616,616,616,NA,NA,NA,0.048,634,0.1154,170,0.0079,620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1885,498,0.0398,1078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",5716,"BLR","Europe and Northern America","Upper middle income","Belarus","MICS",2005,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,1,0.9923,0.8474,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,983,983,983,NA,NA,NA,0.8725,561,0.8825,109,0.0039,560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.339,760,0.0103,475,0.9998,7276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",5717,"BLR","Europe and Northern America","Upper middle income","Belarus","MICS",2005,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.9966,0.9956,0.8361,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,682,682,682,NA,NA,NA,0.8901,620,0.888,129,0.0126,604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2384,569,0.0194,477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",5860,"BLR","Europe and Northern America","Upper middle income","Belarus","MICS",2012,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.9953,0.9985,0.9264,1,0.9879,0.9318,NA,0,0,0.0958,0.0028,0.0185,330,238,377,1372,1372,2330,960,960,960,515,570,174,0.8933,713,0.7668,143,0.0034,513,1,383,0.9894,514,0.5488,1358,0.4908,1358,0.3841,1058,0.514,714,8e-04,490,1,8518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",5861,"BLR","Europe and Northern America","Upper middle income","Belarus","MICS",2012,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.8768,0.9977,0.9748,0.8987,NA,0,0,0.0708,0,0.0074,334,268,314,1205,1205,1909,746,746,746,543,582,189,0.8662,695,0.7252,135,0.0045,518,1,427,0.9736,464,0.436,1162,0.3325,1162,0.3251,1084,0.3801,570,0,537,1,7435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",6058,"BLZ","Latin America and the Caribbean","Upper middle income","Belize","MICS",2006,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.9142,0.3368,0.1469,NA,NA,NA,NA,0.01,0.0272,NA,NA,NA,NA,NA,NA,NA,NA,NA,303,303,303,NA,NA,NA,0.3114,162,0.5585,111,0.0054,494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1413,316,0.1165,682,0.9513,1083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",6059,"BLZ","Latin America and the Caribbean","Upper middle income","Belize","MICS",2006,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.8708,0.1858,0.1184,NA,NA,NA,NA,0.0055,0.0209,NA,NA,NA,NA,NA,NA,NA,NA,NA,329,329,329,NA,NA,NA,0.3254,140,0.5623,88,0.0126,491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0947,339,0.1408,695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",6192,"BLZ","Latin America and the Caribbean","Upper middle income","Belize","MICS",2011,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.88,0.4781,0.24,0.8777,0.4055,0.2261,NA,0.0042,0.0349,0.0452,0.1047,0.2989,598,541,473,1703,1703,1463,753,753,753,1247,809,399,0.3376,398,0.5921,259,0.017,1063,0.8733,609,0.5876,384,0.0245,679,0.0107,679,0.0112,555,0.1676,815,NA,NA,0.966,2178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",6193,"BLZ","Latin America and the Caribbean","Upper middle income","Belize","MICS",2011,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.8033,0.3628,0.1761,0.8614,0.3483,0.178,NA,0.0046,0.0278,0.0407,0.0841,0.4047,580,539,457,1604,1604,1314,707,707,707,1267,792,362,0.2945,387,0.5325,242,0.0154,1094,0.7923,538,0.488,320,0.0058,579,0.0037,579,0.0082,549,0.1157,776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",6378,"BLZ","Latin America and the Caribbean","Upper middle income","Belize","MICS",2015,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.7948,0.4305,0.1535,0.895,0.3736,0.2089,NA,0,0.0315,0.0397,0.0889,0.3588,625,557,568,1933,1933,1834,963,963,963,1337,843,411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",6379,"BLZ","Latin America and the Caribbean","Upper middle income","Belize","MICS",2015,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.6953,0.314,0.1184,0.8984,0.3143,0.1602,NA,0.0034,0.0201,0.0426,0.1051,0.3057,615,521,464,1654,1654,1390,738,738,738,1468,855,403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",6547,"BLZ","Latin America and the Caribbean","Upper middle income","Belize","MICS",2016,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.9673,0.66,0.5096,NA,NA,NA,NA,NA,NA,0.0306,0.0857,0.3538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",6548,"BLZ","Latin America and the Caribbean","Upper middle income","Belize","MICS",2016,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.9564,0.5586,0.4779,NA,NA,NA,NA,NA,NA,0.0313,0.0982,0.3044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",6624,"BOL","Latin America and the Caribbean","Lower middle income","Bolivia","DHS",2003,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.8638,0.7513,0.4654,0.7848,0.696,0.4176,NA,0.0462,0.1315,0.1743,0.2453,0.3736,2712,2281,2050,7202,7202,6182,3300,3300,3300,6519,2168,3483,NA,NA,NA,NA,0.0142,3702,0.9432,1831,0.9551,1075,0.1439,1641,0.1135,1641,0.0693,1396,0.1873,1735,0.0838,2817,0.9667,5642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",6625,"BOL","Latin America and the Caribbean","Lower middle income","Bolivia","DHS",2003,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.8893,0.7991,0.548,0.8645,0.7694,0.4929,NA,0.0115,0.0487,0.1684,0.2258,0.3272,2713,2320,1937,6986,6986,5926,3121,3121,3121,6788,2138,3551,NA,NA,NA,NA,0.0112,3843,0.9389,2924,0.9443,2059,0.1917,2441,0.143,2441,0.1223,1999,0.2095,2620,0.103,3001,0.9947,2298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",6848,"BOL","Latin America and the Caribbean","Lower middle income","Bolivia","DHS",2008,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.911,0.8318,0.5721,0.8774,0.7899,0.5122,NA,0.019,0.064,0.0306,0.0522,0.1855,2530,2296,1908,6740,6740,5913,2985,2985,2985,6146,2081,3311,NA,NA,NA,NA,0.0063,4937,0.9547,3380,0.9597,2537,0.2229,2903,0.1594,2903,0.1426,2343,0.2948,3010,0.0503,6205,0.988,11683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",6849,"BOL","Latin America and the Caribbean","Lower middle income","Bolivia","DHS",2008,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.9214,0.847,0.6323,0.9222,0.8407,0.6069,NA,0.0075,0.0317,0.0304,0.0281,0.139,2625,2274,1764,6607,6607,5555,2872,2872,2872,6405,2121,3377,NA,NA,NA,NA,0.0052,5073,0.9617,3427,0.9623,2460,0.2693,2695,0.178,2695,0.1677,2266,0.31,2841,0.0523,6539,0.9984,4254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",7052,"BOL","Latin America and the Caribbean","Lower middle income","Bolivia","MICS",2000,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0132,0.0946,NA,NA,NA,NA,NA,NA,NA,NA,NA,841,841,841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",7053,"BOL","Latin America and the Caribbean","Lower middle income","Bolivia","MICS",2000,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0023,0.0436,NA,NA,NA,NA,NA,NA,NA,NA,NA,689,689,689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",7193,"BRA","Latin America and the Caribbean","Upper middle income","Brazil","PNAD",2008,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.822,0.7932,0.5947,0.925,0.7554,0.5885,NA,0.0257,0.0474,0.0209,0.0256,0.1524,10880,10228,10517,34339,34553,34850,17217,17217,17217,16603,14569,10426,NA,NA,0.5555,3021,0.2055,201288,0.9486,11663,0.8844,9943,0.1537,17395,0,17395,0,15634,0.1677,17321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",7194,"BRA","Latin America and the Caribbean","Upper middle income","Brazil","PNAD",2008,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.7186,0.6827,0.4859,0.875,0.6562,0.5016,NA,0.0445,0.0778,0.0264,0.0278,0.1657,11236,10653,10595,35263,35578,33996,17321,17321,17321,17649,15006,11068,NA,NA,0.5452,3035,0.2192,190580,0.9058,10788,0.8522,8510,0.1144,16455,0,16455,0,14543,0.1234,17652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",7758,"BRA","Latin America and the Caribbean","Upper middle income","Brazil","PNAD",2009,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.8236,0.7987,0.6115,0.9273,0.7606,0.6095,NA,0.0243,0.045,0.0215,0.0224,0.1374,11103,10330,10642,35000,35235,35513,17420,17420,17420,16693,14400,10844,NA,NA,0.5411,2928,0.1991,205450,0.9453,12053,0.8935,10357,0.1668,17837,0,17837,0,16360,0.1809,17485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",7759,"BRA","Latin America and the Caribbean","Upper middle income","Brazil","PNAD",2009,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.7113,0.6858,0.5173,0.8782,0.6665,0.531,NA,0.037,0.0693,0.0251,0.0283,0.1586,11437,10487,10451,35073,35344,34279,17201,17201,17201,17762,15122,11143,NA,NA,0.5641,3063,0.2125,193937,0.9105,10957,0.8606,8668,0.1302,16884,0,16884,0,15165,0.1252,17334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
